PERDI,open,high,low,close,Adj Close,volume,upperband,middleband,lowerband,macd,macdsignal,macdhist,rsi,sma10,sma40
1.61585E+12,221.6799927,224.5299988,217.6549988,219.0149994,219.0149994,522158,226.742661,215.9964203,205.2501796,1.624747479,1.145968618,0.478778861,57.89581285,215.4898392,212.8149124
1.61585E+12,219.0249939,219.9398956,217.0700073,218.4400024,218.4400024,327898,226.3453931,215.83992,205.334447,1.667205748,1.250216044,0.416989704,56.62250911,216.2968292,213.2892876
1.61585E+12,218.4250031,219.3899994,213.8300018,214.4700012,214.4700012,363280,225.4822162,215.4339203,205.3856244,1.364776024,1.27312804,0.091647984,48.66446104,216.6938293,213.7435375
1.61585E+12,214.4700012,216.5,214.2001038,215.7489929,215.7489929,333010,224.7271121,215.12537,205.523628,1.214304484,1.261363329,-0.047058845,51.05128565,217.2108994,214.3326374
1.61585E+12,215.7006073,216.1399994,211.25,211.25,211.25,397042,223.3001014,214.4861198,205.6721382,0.723681427,1.153826949,-0.430145522,43.40613924,216.8828995,214.7928875
1.61585E+12,211.1600037,213.0800018,210.1600037,212.9299927,212.9299927,526902,221.2545688,213.8801193,206.5056698,0.46505957,1.016073473,-0.551013903,46.62074971,216.4908981,214.8182449
1.61585E+12,212.9499969,213.5299988,210.8300018,211.3099976,211.3099976,567302,221.0905218,214.0156189,206.940716,0.127905405,0.838439859,-0.710534454,44.02394669,215.9458984,214.8113697
1.61594E+12,208.0599976,212.8300018,204.9799957,210.0299988,210.0299988,709486,220.9870491,214.0781189,207.1691887,-0.239812495,0.622789388,-0.862601884,42.0318133,215.1958984,214.8015598
1.61594E+12,210.0099945,210.7599945,208.0899963,208.1600037,208.1600037,286921,221.2159869,213.8861191,206.5562512,-0.674351059,0.363361299,-1.037712358,39.2382731,214.1533981,214.6953098
1.61594E+12,208.1950073,208.2458954,205.1000061,207.5899963,207.5899963,361244,221.4570109,213.7051186,205.9532262,-1.052587258,0.080171588,-1.132758845,38.4004775,212.8943985,214.6099346
1.61594E+12,207.4499969,207.5500031,205.6011963,206.9850006,206.9850006,220337,221.6619379,213.5906189,205.5192999,-1.385192631,-0.212901256,-1.172291375,37.48562826,211.6913986,214.4448097
1.61594E+12,206.9900055,211.9299927,206.2400055,209.5,209.5,380635,221.6964025,213.5471138,205.3978251,-1.429368484,-0.456194702,-0.973173782,43.51053879,210.7973984,214.3515598
1.61594E+12,209.5671997,215.6999969,208.911499,213.2722931,213.2722931,457550,221.7164305,213.6857285,205.6550265,-1.14676643,-0.594309047,-0.552457382,51.12000377,210.6776276,214.3802422
1.61594E+12,213.5200043,214.0899963,211.3000946,213.2200012,213.2200012,390400,221.7256921,213.8178139,205.9099357,-0.916457432,-0.658738724,-0.257718708,51.01741058,210.4247284,214.3614922
1.61603E+12,209,209,204.7299957,208.3899994,208.3899994,748873,221.7538919,213.5108139,205.267736,-1.110871241,-0.749165228,-0.361706014,42.52762717,210.1387283,214.236742
1.61603E+12,208.2299957,208.6150055,205.5,206.1501007,206.1501007,294087,221.6596791,212.9758186,204.2919581,-1.429211628,-0.885174508,-0.54403712,39.2644304,209.4607391,214.0682446
1.61603E+12,206.4400024,209.1600037,205.2100067,208.7700043,208.7700043,264479,221.2622164,212.5763191,203.8904219,-1.453341144,-0.998807835,-0.454533309,44.61731333,209.2067398,213.9744946
1.61603E+12,208.8000031,208.9799957,206.6199951,208.5,208.5,165113,220.6714495,212.1248192,203.5781889,-1.477222545,-1.094490777,-0.382731768,44.18510756,209.0537399,213.8332447
1.61603E+12,208.4400024,208.8200073,206.5019073,206.6900024,206.6900024,237200,219.8481589,211.530069,203.211979,-1.623485869,-1.200289795,-0.423196074,41.2970974,208.9067398,213.6839947
1.61603E+12,206.6900024,208.0700073,205.1100006,206.0350037,206.0350037,748245,218.4559529,210.8228195,203.1896861,-1.771828993,-1.314597635,-0.457231358,40.2712907,208.7512405,213.4168697
1.61603E+12,206,206.2200012,204.4499969,204.8009949,204.8009949,667580,217.1884502,210.1121193,203.0357884,-1.966299903,-1.444938089,-0.521361814,38.3390984,208.53284,213.0542698
1.61611E+12,204.8000031,206.4250031,199.5500946,202.1100006,202.1100006,1022891,216.1032489,209.2956192,202.4879895,-2.310921384,-1.618134748,-0.692786636,34.45663908,207.79384,212.5677696
1.61611E+12,202.1300049,206.2100067,201.9286041,204.5399933,204.5399933,316951,215.4719084,208.7991188,202.1263292,-2.360743113,-1.766656421,-0.594086692,40.33260135,206.92061,212.1165195
1.61611E+12,204.8199005,206.7799072,204.2149048,205.6829987,205.6829987,184004,214.2786921,208.2958191,202.3129461,-2.28169426,-1.869663988,-0.412030271,42.92455703,206.1669098,211.7105946
1.61611E+12,205.7100067,207.5099945,205.7100067,206.7100067,206.7100067,181226,213.9293806,208.0688194,202.2082582,-2.111832615,-1.918097714,-0.193734902,45.22689,205.9989105,211.2774696
1.61611E+12,206.6199951,206.9499969,204.2400055,204.7350006,204.7350006,215683,213.2421933,207.6590698,202.0759464,-2.112234006,-1.956924972,-0.155309034,41.73990876,205.8574005,210.7695946
1.61611E+12,204.8200073,206.1600037,203.9400024,204.7700043,204.7700043,220054,212.7861546,207.3320702,201.8779857,-2.085685129,-1.982677004,-0.103008125,41.82551691,205.4574005,210.6738445
1.61611E+12,204.7899933,205.8899994,203.1799927,205.6799927,205.6799927,510918,212.466945,207.1145699,201.7621947,-1.968524567,-1.979846516,0.011321949,44.12417811,205.1753998,210.5963444
1.61637E+12,205.3600006,207.6493988,203.7200012,204.9649963,204.9649963,577809,212.3632746,206.9548195,201.5463644,-1.91133552,-1.966144317,0.054808797,42.69663662,205.0028992,210.4204693
1.61637E+12,205.1399994,206.3699951,204.6499939,206.0200043,206.0200043,368946,212.2911905,206.8763199,201.4614493,-1.760587509,-1.925032955,0.164445446,45.49856261,205.0013992,210.2907192
1.61637E+12,205.9700012,206.2924957,204.240097,205.6499939,205.6499939,418403,212.2502877,206.8095695,201.3688514,-1.651932915,-1.870412947,0.218480033,44.67353268,205.0862991,210.2000942
1.61637E+12,205.6600037,206.8000031,205.25,206.2949982,206.2949982,190384,211.9506369,206.6493195,201.348002,-1.496525893,-1.795635536,0.299109644,46.49491233,205.5047989,210.0982166
1.61637E+12,206.4389038,208.6000061,206.3800049,207.8500061,207.8500061,191668,210.7742862,206.3782051,201.982124,-1.233667611,-1.683241951,0.44957434,50.70798376,205.8358002,210.0319668
1.61637E+12,207.9736023,208.75,207.1300049,207.2400055,207.2400055,207683,209.2024137,206.0792053,202.955997,-1.06232664,-1.559058889,0.496732249,49.0754929,205.9915009,209.9485096
